Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Demand Difference,Stock Coverage,Stock-Out Risk,Reorder Recommendation
2022-02-15,S005,P0018,Clothing,West,393,36,32,48.62,82.18,12.619999999999997,10.916666666666666,Low,No Action
2022-02-15,S005,P0019,Groceries,North,309,217,41,229.21,62.48,12.210000000000008,1.423963133640553,Medium,Monitor
2022-02-15,S005,P0020,Clothing,West,359,114,193,108.98,28.77,-5.019999999999996,3.1491228070175437,Low,No Action
2022-02-16,S001,P0001,Electronics,West,373,373,91,372.09,65.22,-0.910000000000025,1.0,Medium,Monitor
2022-02-16,S001,P0002,Clothing,West,316,310,82,302.44,32.14,-7.560000000000002,1.0193548387096774,Medium,Monitor
2022-02-16,S001,P0003,Clothing,East,204,128,117,144.18,35.62,16.180000000000007,1.59375,Medium,Monitor
2022-02-16,S001,P0004,Groceries,West,417,181,160,200.72,85.76,19.72,2.303867403314917,Low,No Action
2022-02-16,S001,P0005,Clothing,North,278,80,149,99.64,40.24,19.64,3.475,Low,No Action
2022-02-16,S001,P0006,Electronics,West,245,48,102,52.37,57.41,4.369999999999997,5.104166666666667,Low,No Action
2022-02-16,S001,P0007,Toys,South,60,16,183,34.54,59.89,18.54,3.75,Low,No Action
2022-02-16,S001,P0008,Furniture,East,51,16,65,17.83,20.36,1.8299999999999983,3.1875,Low,No Action
2022-02-16,S001,P0009,Furniture,North,480,248,132,243.24,35.25,-4.759999999999991,1.935483870967742,Low,No Action
2022-02-16,S001,P0010,Clothing,West,164,148,96,144.77,65.67,-3.2299999999999898,1.1081081081081081,Medium,Monitor
2022-02-16,S001,P0011,Groceries,East,54,38,78,33.09,27.88,-4.909999999999997,1.4210526315789473,Low,No Action
2022-02-16,S001,P0012,Groceries,East,402,388,35,397.32,94.22,9.319999999999993,1.0360824742268042,Medium,Monitor
2022-02-16,S001,P0013,Furniture,North,273,224,84,214.35,54.66,-9.650000000000006,1.21875,Medium,Monitor
2022-02-16,S001,P0014,Groceries,South,454,383,105,386.61,52.53,3.6100000000000136,1.185378590078329,Medium,Monitor
2022-02-16,S001,P0015,Clothing,North,316,265,70,255.97,23.6,-9.030000000000001,1.1924528301886792,Medium,Monitor
2022-02-16,S001,P0016,Toys,East,424,361,153,351.42,87.48,-9.579999999999984,1.1745152354570638,Medium,Monitor
2022-02-16,S001,P0017,Groceries,West,377,149,86,163.91,15.85,14.909999999999997,2.530201342281879,Low,No Action
2022-02-16,S001,P0018,Clothing,North,180,76,73,78.57,76.39,2.569999999999993,2.3684210526315788,Low,No Action
2022-02-16,S001,P0019,Clothing,North,265,57,58,49.68,19.73,-7.32,4.649122807017544,Low,No Action
2022-02-16,S001,P0020,Groceries,South,316,102,46,109.55,61.2,7.549999999999997,3.0980392156862746,Low,No Action
2022-02-16,S002,P0001,Groceries,North,410,319,171,321.38,91.59,2.3799999999999955,1.2852664576802508,Medium,Monitor
2022-02-16,S002,P0002,Groceries,South,498,279,89,281.03,75.31,2.0299999999999727,1.7849462365591398,Low,No Action
2022-02-16,S002,P0003,Groceries,South,216,184,70,177.54,72.89,-6.460000000000008,1.173913043478261,Medium,Monitor
2022-02-16,S002,P0004,Electronics,East,220,128,107,123.39,52.38,-4.609999999999999,1.71875,Low,No Action
2022-02-16,S002,P0005,Groceries,North,428,258,62,271.75,72.5,13.75,1.6589147286821706,Low,No Action
2022-02-16,S002,P0006,Groceries,South,337,138,142,153.22,60.59,15.219999999999999,2.4420289855072466,Low,No Action
2022-02-16,S002,P0007,Furniture,East,273,56,172,73.23,76.8,17.230000000000004,4.875,Low,No Action
2022-02-16,S002,P0008,Toys,East,98,52,124,58.8,60.71,6.799999999999997,1.8846153846153846,Low,No Action
2022-02-16,S002,P0009,Furniture,East,368,34,70,41.34,38.67,7.340000000000003,10.823529411764707,Low,No Action
2022-02-16,S002,P0010,Groceries,North,301,185,179,200.48,12.43,15.47999999999999,1.627027027027027,Low,No Action
2022-02-16,S002,P0011,Furniture,West,413,128,31,129.07,91.26,1.0699999999999932,3.2265625,Low,No Action
2022-02-16,S002,P0012,Groceries,East,371,257,57,259.67,57.54,2.670000000000016,1.443579766536965,Medium,Monitor
2022-02-16,S002,P0013,Clothing,East,114,25,22,18.06,17.19,-6.940000000000001,4.56,Low,No Action
2022-02-16,S002,P0014,Toys,West,494,123,56,136.24,48.73,13.240000000000009,4.016260162601626,Low,No Action
2022-02-16,S002,P0015,Clothing,South,284,66,138,65.35,13.03,-0.6500000000000057,4.303030303030303,Low,No Action
2022-02-16,S002,P0016,Furniture,South,349,323,127,341.82,17.25,18.819999999999993,1.0804953560371517,Medium,Monitor
2022-02-16,S002,P0017,Groceries,South,112,19,112,15.38,70.64,-3.619999999999999,5.894736842105263,Low,No Action
2022-02-16,S002,P0018,Groceries,South,417,316,143,322.29,97.32,6.2900000000000205,1.3196202531645569,Medium,Monitor
2022-02-16,S002,P0019,Electronics,North,382,47,189,49.03,65.0,2.030000000000001,8.127659574468085,Low,No Action
2022-02-16,S002,P0020,Groceries,South,303,54,194,52.22,11.31,-1.7800000000000011,5.611111111111111,Low,No Action
2022-02-16,S003,P0001,Furniture,West,435,256,196,250.1,49.07,-5.900000000000006,1.69921875,Low,No Action
2022-02-16,S003,P0002,Toys,West,442,58,114,54.97,71.77,-3.030000000000001,7.620689655172414,Low,No Action
2022-02-16,S003,P0003,Clothing,South,412,99,101,99.26,35.75,0.2600000000000051,4.161616161616162,Low,No Action
2022-02-16,S003,P0004,Groceries,West,77,33,122,28.52,10.81,-4.48,2.3333333333333335,Low,No Action
2022-02-16,S003,P0005,Toys,West,384,68,45,77.85,64.03,9.849999999999994,5.647058823529412,Low,No Action
2022-02-16,S003,P0006,Furniture,North,413,350,23,349.88,45.1,-0.12000000000000455,1.18,Medium,Monitor
2022-02-16,S003,P0007,Clothing,West,297,142,193,134.29,99.82,-7.710000000000008,2.091549295774648,Low,No Action
2022-02-16,S003,P0008,Groceries,South,73,2,158,10.1,38.77,8.1,36.5,Low,No Action
2022-02-16,S003,P0009,Toys,West,133,58,34,62.73,44.57,4.729999999999997,2.293103448275862,Low,No Action
2022-02-16,S003,P0010,Clothing,West,235,70,23,68.86,89.29,-1.1400000000000006,3.357142857142857,Low,No Action
2022-02-16,S003,P0011,Groceries,South,137,109,127,120.0,92.38,11.0,1.2568807339449541,Medium,Monitor
2022-02-16,S003,P0012,Groceries,East,139,36,129,44.69,21.58,8.689999999999998,3.861111111111111,Low,No Action
2022-02-16,S003,P0013,Furniture,North,365,331,54,326.61,92.78,-4.389999999999986,1.1027190332326284,Medium,Monitor
2022-02-16,S003,P0014,Toys,North,374,175,48,173.92,32.81,-1.0800000000000125,2.137142857142857,Low,No Action
2022-02-16,S003,P0015,Groceries,South,468,281,79,300.07,17.78,19.069999999999993,1.6654804270462633,Low,No Action
2022-02-16,S003,P0016,Furniture,West,417,273,48,292.78,23.88,19.779999999999973,1.5274725274725274,Medium,Monitor
2022-02-16,S003,P0017,Clothing,South,315,192,146,187.32,65.45,-4.680000000000007,1.640625,Low,No Action
2022-02-16,S003,P0018,Furniture,South,193,141,193,151.68,47.35,10.680000000000007,1.3687943262411348,Medium,Monitor
2022-02-16,S003,P0019,Clothing,East,381,112,124,104.34,81.06,-7.659999999999997,3.4017857142857144,Low,No Action
2022-02-16,S003,P0020,Toys,North,111,42,178,47.16,64.54,5.159999999999997,2.642857142857143,Low,No Action
2022-02-16,S004,P0001,Furniture,South,347,311,155,302.86,27.95,-8.139999999999986,1.1157556270096463,Medium,Monitor
2022-02-16,S004,P0002,Furniture,South,246,18,26,14.71,83.32,-3.289999999999999,13.666666666666666,Low,No Action
2022-02-16,S004,P0003,Toys,East,66,59,165,63.64,58.54,4.640000000000001,1.11864406779661,Medium,Monitor
2022-02-16,S004,P0004,Toys,South,441,389,107,390.05,71.37,1.0500000000000114,1.1336760925449871,Medium,Monitor
2022-02-16,S004,P0005,Groceries,West,271,44,21,49.95,90.38,5.950000000000003,6.159090909090909,Low,No Action
2022-02-16,S004,P0006,Furniture,North,223,133,133,133.94,84.26,0.9399999999999977,1.6766917293233083,Low,No Action
2022-02-16,S004,P0007,Clothing,West,207,153,177,158.49,32.12,5.490000000000009,1.3529411764705883,Medium,Monitor
2022-02-16,S004,P0008,Clothing,West,104,92,76,97.74,48.47,5.739999999999995,1.1304347826086956,Medium,Monitor
2022-02-16,S004,P0009,Toys,North,98,28,52,29.84,96.75,1.8399999999999999,3.5,Low,No Action
2022-02-16,S004,P0010,Clothing,South,196,136,40,131.48,83.74,-4.52000000000001,1.4411764705882353,Medium,Monitor
2022-02-16,S004,P0011,Groceries,East,158,81,54,73.53,99.41,-7.469999999999999,1.9506172839506173,Low,No Action
2022-02-16,S004,P0012,Furniture,West,270,50,58,43.61,63.76,-6.390000000000001,5.4,Low,No Action
2022-02-16,S004,P0013,Clothing,South,97,0,46,18.05,47.12,18.05,97.0,Low,No Action
2022-02-16,S004,P0014,Clothing,West,369,338,136,349.96,15.41,11.95999999999998,1.0917159763313609,Medium,Monitor
2022-02-16,S004,P0015,Toys,North,195,43,140,38.42,79.58,-4.579999999999998,4.534883720930233,Low,No Action
2022-02-16,S004,P0016,Furniture,West,166,7,65,11.15,30.98,4.15,23.714285714285715,Low,No Action
2022-02-16,S004,P0017,Furniture,North,273,11,77,2.55,54.16,-8.45,24.818181818181817,Low,No Action
2022-02-16,S004,P0018,Clothing,North,405,352,95,364.95,66.87,12.949999999999989,1.1505681818181819,Medium,Monitor
2022-02-16,S004,P0019,Groceries,East,452,406,61,417.16,56.28,11.160000000000025,1.1133004926108374,Medium,Monitor
2022-02-16,S004,P0020,Toys,North,496,75,48,70.34,50.67,-4.659999999999997,6.613333333333333,Low,No Action
2022-02-16,S005,P0001,Toys,North,99,58,40,74.71,69.91,16.709999999999994,1.706896551724138,Medium,Monitor
2022-02-16,S005,P0002,Groceries,West,416,345,116,335.93,16.45,-9.069999999999993,1.2057971014492754,Medium,Monitor
2022-02-16,S005,P0003,Electronics,South,263,197,96,192.71,36.74,-4.289999999999992,1.3350253807106598,Medium,Monitor
2022-02-16,S005,P0004,Furniture,North,459,363,197,353.29,59.59,-9.70999999999998,1.2644628099173554,Medium,Monitor
2022-02-16,S005,P0005,Toys,East,359,326,45,322.23,58.17,-3.769999999999982,1.1012269938650308,Medium,Monitor
2022-02-16,S005,P0006,Groceries,North,109,15,166,14.24,70.76,-0.7599999999999998,7.266666666666667,Low,No Action
2022-02-16,S005,P0007,Furniture,West,89,69,24,88.21,27.9,19.209999999999994,1.289855072463768,Medium,Monitor
2022-02-16,S005,P0008,Electronics,West,86,13,105,27.74,58.42,14.739999999999998,6.615384615384615,Low,No Action
2022-02-16,S005,P0009,Clothing,West,469,389,47,406.4,29.82,17.399999999999977,1.205655526992288,Medium,Monitor
2022-02-16,S005,P0010,Groceries,North,335,258,120,271.34,80.02,13.339999999999975,1.2984496124031009,Medium,Monitor
2022-02-16,S005,P0011,Furniture,East,291,225,150,244.03,61.91,19.03,1.2933333333333332,Medium,Monitor
2022-02-16,S005,P0012,Toys,North,424,294,37,310.66,28.54,16.660000000000025,1.4421768707482994,Medium,Monitor
2022-02-16,S005,P0013,Furniture,West,136,136,179,150.42,63.09,14.419999999999987,1.0,High,Reorder
2022-02-16,S005,P0014,Groceries,South,494,388,146,388.92,37.59,0.9200000000000159,1.2731958762886597,Medium,Monitor
2022-02-16,S005,P0015,Furniture,South,315,212,199,230.68,67.01,18.680000000000007,1.4858490566037736,Medium,Monitor
2022-02-16,S005,P0016,Groceries,West,293,187,30,202.02,37.84,15.02000000000001,1.5668449197860963,Medium,Monitor
2022-02-16,S005,P0017,Toys,North,314,292,124,307.88,80.02,15.879999999999995,1.0753424657534247,Medium,Monitor
2022-02-16,S005,P0018,Groceries,South,161,30,57,46.29,99.58,16.29,5.366666666666666,Low,No Action
2022-02-16,S005,P0019,Electronics,West,454,119,183,125.9,28.4,6.900000000000006,3.8151260504201683,Low,No Action
2022-02-16,S005,P0020,Toys,North,350,143,182,152.28,83.85,9.280000000000001,2.4475524475524475,Low,No Action
2022-02-17,S001,P0001,Furniture,West,82,31,146,27.62,49.34,-3.379999999999999,2.6451612903225805,Low,No Action
2022-02-17,S001,P0002,Clothing,North,449,435,154,432.77,54.57,-2.230000000000018,1.032183908045977,Medium,Monitor
2022-02-17,S001,P0003,Groceries,South,480,348,69,351.53,68.11,3.5299999999999727,1.3793103448275863,Medium,Monitor
2022-02-17,S001,P0004,Electronics,West,307,76,23,89.72,50.07,13.719999999999999,4.0394736842105265,Low,No Action
2022-02-17,S001,P0005,Clothing,South,269,22,36,41.7,21.39,19.700000000000003,12.227272727272727,Low,No Action
2022-02-17,S001,P0006,Toys,West,155,109,48,122.2,73.01,13.200000000000003,1.4220183486238531,Medium,Monitor
2022-02-17,S001,P0007,Electronics,North,69,69,126,86.85,23.71,17.849999999999994,1.0,High,Reorder
2022-02-17,S001,P0008,Furniture,East,410,337,183,356.52,57.55,19.519999999999982,1.2166172106824926,Medium,Monitor
2022-02-17,S001,P0009,Electronics,East,183,168,198,158.02,82.28,-9.97999999999999,1.0892857142857142,Medium,Monitor
2022-02-17,S001,P0010,Clothing,South,296,51,200,51.01,18.22,0.00999999999999801,5.803921568627451,Low,No Action
2022-02-17,S001,P0011,Groceries,South,370,307,145,306.89,25.07,-0.11000000000001364,1.205211726384365,Medium,Monitor
2022-02-17,S001,P0012,Groceries,South,311,139,73,131.13,86.42,-7.8700000000000045,2.237410071942446,Low,No Action
2022-02-17,S001,P0013,Groceries,North,231,35,123,54.54,32.41,19.54,6.6,Low,No Action
2022-02-17,S001,P0014,Groceries,North,91,21,58,13.32,68.7,-7.68,4.333333333333333,Low,No Action
2022-02-17,S001,P0015,Groceries,East,477,202,143,217.6,88.23,15.599999999999994,2.3613861386138613,Low,No Action
2022-02-17,S001,P0016,Toys,West,222,71,60,69.46,71.55,-1.5400000000000063,3.1267605633802815,Low,No Action
2022-02-17,S001,P0017,Furniture,North,231,33,36,49.07,30.69,16.07,7.0,Low,No Action
2022-02-17,S001,P0018,Groceries,East,393,49,101,59.47,28.18,10.469999999999999,8.020408163265307,Low,No Action
2022-02-17,S001,P0019,Electronics,South,355,334,121,339.82,67.12,5.819999999999993,1.062874251497006,Medium,Monitor
2022-02-17,S001,P0020,Groceries,South,147,112,142,129.51,41.86,17.50999999999999,1.3125,Medium,Monitor
2022-02-17,S002,P0001,Groceries,North,188,27,95,18.57,75.54,-8.43,6.962962962962963,Low,No Action
2022-02-17,S002,P0002,Clothing,East,127,83,131,91.62,12.04,8.620000000000005,1.5301204819277108,Medium,Monitor
2022-02-17,S002,P0003,Toys,North,358,12,183,31.46,52.13,19.46,29.833333333333332,Low,No Action
2022-02-17,S002,P0004,Electronics,South,186,150,55,164.26,37.56,14.259999999999991,1.24,Medium,Monitor
2022-02-17,S002,P0005,Groceries,North,138,125,105,143.87,55.09,18.870000000000005,1.104,High,Reorder
2022-02-17,S002,P0006,Clothing,East,438,326,139,342.93,27.29,16.930000000000007,1.343558282208589,Medium,Monitor
2022-02-17,S002,P0007,Groceries,East,355,105,65,98.79,79.02,-6.209999999999994,3.380952380952381,Low,No Action
2022-02-17,S002,P0008,Clothing,North,282,74,199,72.8,94.13,-1.2000000000000028,3.810810810810811,Low,No Action
2022-02-17,S002,P0009,Furniture,West,485,416,21,433.54,94.6,17.54000000000002,1.1658653846153846,Medium,Monitor
2022-02-17,S002,P0010,Furniture,West,386,179,189,169.08,56.38,-9.919999999999987,2.1564245810055866,Low,No Action
2022-02-17,S002,P0011,Clothing,East,360,117,177,111.35,39.4,-5.650000000000006,3.076923076923077,Low,No Action
2022-02-17,S002,P0012,Furniture,East,70,33,150,51.82,39.15,18.82,2.121212121212121,Medium,Monitor
2022-02-17,S002,P0013,Furniture,North,290,153,102,170.12,12.67,17.120000000000005,1.8954248366013071,Low,No Action
2022-02-17,S002,P0014,Toys,North,416,114,195,116.65,84.76,2.6500000000000057,3.6491228070175437,Low,No Action
2022-02-17,S002,P0015,Furniture,East,412,11,150,26.09,88.75,15.09,37.45454545454545,Low,No Action
2022-02-17,S002,P0016,Electronics,East,282,241,75,244.77,67.99,3.7700000000000102,1.170124481327801,Medium,Monitor
2022-02-17,S002,P0017,Furniture,East,114,33,135,25.53,23.53,-7.469999999999999,3.4545454545454546,Low,No Action
2022-02-17,S002,P0018,Clothing,West,232,103,84,98.86,26.66,-4.140000000000001,2.2524271844660193,Low,No Action
2022-02-17,S002,P0019,Groceries,East,204,54,191,51.99,83.6,-2.009999999999998,3.7777777777777777,Low,No Action
2022-02-17,S002,P0020,Electronics,North,192,6,196,16.98,28.22,10.98,32.0,Low,No Action
2022-02-17,S003,P0001,Toys,East,292,84,111,84.64,73.94,0.6400000000000006,3.4761904761904763,Low,No Action
2022-02-17,S003,P0002,Clothing,North,387,9,51,15.95,77.32,6.949999999999999,43.0,Low,No Action
2022-02-17,S003,P0003,Toys,South,367,35,61,30.19,73.87,-4.809999999999999,10.485714285714286,Low,No Action
2022-02-17,S003,P0004,Clothing,East,149,13,155,32.66,94.55,19.659999999999997,11.461538461538462,Low,No Action
2022-02-17,S003,P0005,Furniture,West,213,82,24,93.61,40.72,11.61,2.597560975609756,Low,No Action
2022-02-17,S003,P0006,Electronics,South,391,390,38,393.96,61.69,3.9599999999999795,1.0025641025641026,High,Reorder
2022-02-17,S003,P0007,Toys,West,99,4,33,9.63,93.45,5.630000000000001,24.75,Low,No Action
2022-02-17,S003,P0008,Clothing,West,82,15,72,24.77,41.91,9.77,5.466666666666667,Low,No Action
2022-02-17,S003,P0009,Clothing,East,373,248,126,251.85,44.48,3.8499999999999943,1.5040322580645162,Medium,Monitor
2022-02-17,S003,P0010,Toys,East,329,261,161,273.27,76.98,12.269999999999982,1.260536398467433,Medium,Monitor
2022-02-17,S003,P0011,Electronics,East,182,176,136,195.99,56.32,19.99000000000001,1.0340909090909092,High,Reorder
2022-02-17,S003,P0012,Furniture,West,266,10,159,3.5,60.62,-6.5,26.6,Low,No Action
2022-02-17,S003,P0013,Furniture,South,108,14,52,22.58,61.85,8.579999999999998,7.714285714285714,Low,No Action
2022-02-17,S003,P0014,Groceries,South,215,136,78,152.81,83.58,16.810000000000002,1.5808823529411764,Medium,Monitor
2022-02-17,S003,P0015,Furniture,East,195,138,159,147.76,78.34,9.759999999999991,1.4130434782608696,Medium,Monitor
2022-02-17,S003,P0016,Furniture,East,174,86,164,105.28,12.78,19.28,2.0232558139534884,Low,No Action
2022-02-17,S003,P0017,Toys,North,365,120,136,112.42,82.95,-7.579999999999998,3.0416666666666665,Low,No Action
2022-02-17,S003,P0018,Furniture,South,71,33,62,24.01,94.56,-8.989999999999998,2.1515151515151514,Low,No Action
2022-02-17,S003,P0019,Groceries,North,375,239,143,242.17,63.94,3.1699999999999875,1.5690376569037656,Low,No Action
2022-02-17,S003,P0020,Furniture,West,257,97,32,108.68,10.6,11.680000000000007,2.649484536082474,Low,No Action
2022-02-17,S004,P0001,Electronics,North,184,115,30,106.04,75.96,-8.959999999999994,1.6,Low,No Action
2022-02-17,S004,P0002,Clothing,East,367,295,88,302.94,14.49,7.939999999999998,1.2440677966101694,Medium,Monitor
2022-02-17,S004,P0003,Toys,South,380,354,181,371.72,38.94,17.720000000000027,1.073446327683616,Medium,Monitor
2022-02-17,S004,P0004,Furniture,West,413,354,190,364.41,32.79,10.410000000000025,1.1666666666666667,Medium,Monitor
2022-02-17,S004,P0005,Toys,North,400,115,52,130.45,78.86,15.449999999999989,3.4782608695652173,Low,No Action
2022-02-17,S004,P0006,Groceries,North,492,139,142,143.34,52.4,4.340000000000003,3.539568345323741,Low,No Action
2022-02-17,S004,P0007,Clothing,West,142,56,27,53.29,47.89,-2.710000000000001,2.5357142857142856,Low,No Action
2022-02-17,S004,P0008,Toys,South,90,58,175,56.39,31.08,-1.6099999999999994,1.5517241379310345,Low,No Action
2022-02-17,S004,P0009,Groceries,North,100,12,36,24.75,27.17,12.75,8.333333333333334,Low,No Action
2022-02-17,S004,P0010,Clothing,West,479,454,35,465.22,12.15,11.220000000000027,1.0550660792951543,Medium,Monitor
2022-02-17,S004,P0011,Groceries,North,388,221,108,231.04,81.38,10.039999999999992,1.755656108597285,Low,No Action
2022-02-17,S004,P0012,Groceries,East,495,460,150,458.68,59.49,-1.3199999999999932,1.076086956521739,Medium,Monitor
2022-02-17,S004,P0013,Furniture,West,454,445,181,456.52,88.96,11.519999999999982,1.0202247191011236,High,Reorder
2022-02-17,S004,P0014,Groceries,South,114,85,43,96.76,87.86,11.760000000000005,1.3411764705882352,Medium,Monitor
2022-02-17,S004,P0015,Clothing,West,212,19,150,29.75,86.63,10.75,11.157894736842104,Low,No Action
2022-02-17,S004,P0016,Clothing,South,172,160,170,168.55,61.48,8.550000000000011,1.075,Medium,Monitor
2022-02-17,S004,P0017,Electronics,North,126,21,189,26.91,36.16,5.91,6.0,Low,No Action
2022-02-17,S004,P0018,Clothing,East,490,33,188,48.99,68.75,15.990000000000002,14.848484848484848,Low,No Action
2022-02-17,S004,P0019,Clothing,East,74,53,140,63.86,64.08,10.86,1.3962264150943395,Medium,Monitor
2022-02-17,S004,P0020,Toys,East,369,351,87,348.57,43.69,-2.430000000000007,1.0512820512820513,Medium,Monitor
2022-02-17,S005,P0001,Electronics,East,120,11,32,10.28,46.19,-0.7200000000000006,10.909090909090908,Low,No Action
2022-02-17,S005,P0002,Toys,South,149,26,134,44.89,72.88,18.89,5.730769230769231,Low,No Action
2022-02-17,S005,P0003,Toys,South,347,34,138,33.18,90.01,-0.8200000000000003,10.205882352941176,Low,No Action
2022-02-17,S005,P0004,Furniture,West,405,23,79,33.69,24.54,10.689999999999998,17.608695652173914,Low,No Action
2022-02-17,S005,P0005,Electronics,South,102,68,187,68.35,47.49,0.3499999999999943,1.5,Medium,Monitor
2022-02-17,S005,P0006,Furniture,West,242,105,109,111.92,57.41,6.920000000000002,2.3047619047619046,Low,No Action
2022-02-17,S005,P0007,Electronics,West,158,70,193,60.85,15.87,-9.149999999999999,2.257142857142857,Low,No Action
2022-02-17,S005,P0008,Furniture,North,437,364,35,362.0,83.3,-2.0,1.2005494505494505,Medium,Monitor
2022-02-17,S005,P0009,Furniture,South,478,298,154,298.76,38.16,0.7599999999999909,1.604026845637584,Low,No Action
2022-02-17,S005,P0010,Toys,South,472,353,35,346.97,94.99,-6.029999999999973,1.3371104815864023,Medium,Monitor
2022-02-17,S005,P0011,Groceries,East,257,162,121,167.55,84.81,5.550000000000011,1.5864197530864197,Low,No Action
2022-02-17,S005,P0012,Groceries,East,199,71,67,86.64,55.75,15.64,2.8028169014084505,Low,No Action
2022-02-17,S005,P0013,Toys,East,198,66,137,56.23,82.28,-9.770000000000003,3.0,Low,No Action
2022-02-17,S005,P0014,Clothing,North,183,50,71,53.09,81.69,3.0900000000000034,3.66,Low,No Action
2022-02-17,S005,P0015,Clothing,East,411,96,176,97.24,74.08,1.2399999999999949,4.28125,Low,No Action
2022-02-17,S005,P0016,Groceries,West,303,12,177,6.28,16.78,-5.72,25.25,Low,No Action
2022-02-17,S005,P0017,Clothing,West,189,35,106,26.54,97.27,-8.46,5.4,Low,No Action
2022-02-17,S005,P0018,Electronics,West,357,247,184,252.17,89.18,5.1699999999999875,1.4453441295546559,Medium,Monitor
2022-02-17,S005,P0019,Groceries,South,291,219,173,236.35,63.72,17.349999999999994,1.3287671232876712,Medium,Monitor
2022-02-17,S005,P0020,Toys,North,441,2,149,1.44,24.23,-0.56,220.5,Low,No Action
2022-02-18,S001,P0001,Electronics,South,115,27,33,39.79,20.21,12.79,4.2592592592592595,Low,No Action
2022-02-18,S001,P0002,Groceries,South,302,140,45,136.53,89.9,-3.469999999999999,2.157142857142857,Low,No Action
2022-02-18,S001,P0003,Clothing,North,262,83,47,93.83,18.31,10.829999999999998,3.1566265060240966,Low,No Action
2022-02-18,S001,P0004,Furniture,North,387,39,193,58.39,69.15,19.39,9.923076923076923,Low,No Action
2022-02-18,S001,P0005,Clothing,South,202,106,98,97.93,75.28,-8.069999999999993,1.9056603773584906,Low,No Action
2022-02-18,S001,P0006,Groceries,South,452,399,74,399.77,20.11,0.7699999999999818,1.1328320802005012,Medium,Monitor
2022-02-18,S001,P0007,Toys,North,68,60,130,73.97,73.44,13.969999999999999,1.1333333333333333,High,Reorder
2022-02-18,S001,P0008,Groceries,West,354,205,139,216.39,37.84,11.389999999999986,1.726829268292683,Low,No Action
2022-02-18,S001,P0009,Electronics,West,403,75,76,94.16,24.62,19.159999999999997,5.373333333333333,Low,No Action
2022-02-18,S001,P0010,Electronics,East,489,75,143,76.28,26.57,1.2800000000000011,6.52,Low,No Action
2022-02-18,S001,P0011,Electronics,South,182,107,33,115.61,74.75,8.61,1.7009345794392523,Low,No Action
2022-02-18,S001,P0012,Groceries,East,93,26,107,31.51,65.77,5.510000000000002,3.576923076923077,Low,No Action
2022-02-18,S001,P0013,Toys,South,290,33,167,32.63,23.73,-0.36999999999999744,8.787878787878787,Low,No Action
2022-02-18,S001,P0014,Furniture,East,266,55,159,64.92,77.78,9.920000000000002,4.836363636363636,Low,No Action
2022-02-18,S001,P0015,Toys,North,247,9,189,18.58,66.67,9.579999999999998,27.444444444444443,Low,No Action
2022-02-18,S001,P0016,Electronics,South,233,180,127,184.36,84.18,4.360000000000014,1.2944444444444445,Medium,Monitor
2022-02-18,S001,P0017,Clothing,North,395,376,162,385.46,77.19,9.45999999999998,1.050531914893617,Medium,Monitor
2022-02-18,S001,P0018,Clothing,West,333,108,35,119.79,10.26,11.790000000000006,3.0833333333333335,Low,No Action
2022-02-18,S001,P0019,Toys,East,466,120,163,135.17,56.47,15.169999999999987,3.8833333333333333,Low,No Action
2022-02-18,S001,P0020,Furniture,East,276,122,35,140.12,62.02,18.120000000000005,2.262295081967213,Low,No Action
2022-02-18,S002,P0001,Furniture,West,126,41,161,55.03,21.54,14.030000000000001,3.073170731707317,Low,No Action
2022-02-18,S002,P0002,Clothing,South,489,356,43,352.03,95.88,-3.9700000000000273,1.3735955056179776,Medium,Monitor
2022-02-18,S002,P0003,Groceries,South,375,277,122,272.12,37.86,-4.8799999999999955,1.3537906137184115,Medium,Monitor
2022-02-18,S002,P0004,Clothing,South,492,84,93,96.44,27.46,12.439999999999998,5.857142857142857,Low,No Action
2022-02-18,S002,P0005,Toys,North,111,12,188,2.61,69.13,-9.39,9.25,Low,No Action
2022-02-18,S002,P0006,Groceries,West,223,42,200,45.82,41.74,3.8200000000000003,5.309523809523809,Low,No Action
2022-02-18,S002,P0007,Furniture,West,154,97,117,110.21,12.23,13.209999999999994,1.5876288659793814,Medium,Monitor
2022-02-18,S002,P0008,Toys,North,442,440,184,454.55,47.98,14.550000000000011,1.0045454545454546,High,Reorder
2022-02-18,S002,P0009,Groceries,West,203,44,169,35.23,91.67,-8.770000000000003,4.613636363636363,Low,No Action
2022-02-18,S002,P0010,Furniture,West,73,42,165,49.28,81.9,7.280000000000001,1.7380952380952381,Medium,Monitor
2022-02-18,S002,P0011,Furniture,North,198,157,84,163.87,87.86,6.8700000000000045,1.2611464968152866,Medium,Monitor
2022-02-18,S002,P0012,Toys,South,138,34,104,53.01,92.54,19.009999999999998,4.0588235294117645,Low,No Action
2022-02-18,S002,P0013,Groceries,South,100,79,115,72.57,54.13,-6.430000000000007,1.2658227848101267,Medium,Monitor
2022-02-18,S002,P0014,Electronics,South,134,61,192,54.08,90.52,-6.920000000000002,2.19672131147541,Low,No Action
2022-02-18,S002,P0015,Clothing,South,156,134,104,129.63,10.14,-4.3700000000000045,1.164179104477612,Medium,Monitor
2022-02-18,S002,P0016,Clothing,South,109,5,39,23.8,19.0,18.8,21.8,Low,No Action
